Ticket_ID,Sale_Date,Source_Station,Destination_Station,Passenger_Age,Coach_Type,Ticket_Price,Payment_Mode,Route,Year,Month,Day,Weekday,Is_Weekend,DayOfWeek,IsWeekend,AgeGroup,Demand_Label
1005,2023-05-06,BCT,HWH,66,General,276,UPI,BCT-HWH,2023,5,6,Saturday,1,5,1,Senior,Medium
1006,2023-05-06,NDLS,Chennai,38,Sleeper,1196,UPI,NDLS-Chennai,2023,5,6,Saturday,1,5,1,Adult,Medium
1007,2023-05-06,Gorakhpur,BCT,30,Sleeper,1157,Card,Gorakhpur-BCT,2023,5,6,Saturday,1,5,1,Young,High
1008,2023-05-06,MAS,HWH,22,General,246,Card,MAS-HWH,2023,5,6,Saturday,1,5,1,Young,Medium
1009,2023-05-06,Gorakhpur,SBC,67,Sleeper,812,Cash,Gorakhpur-SBC,2023,5,6,Saturday,1,5,1,Senior,High
1010,2023-05-06,Delhi,Jaipur,56,Sleeper,1078,Card,Delhi-Jaipur,2023,5,6,Saturday,1,5,1,Senior,Medium
1011,2023-05-07,Gorakhpur,Jaipur,58,Sleeper,1086,NetBanking,Gorakhpur-Jaipur,2023,5,7,Sunday,1,6,1,Senior,High
1012,2023-05-07,MAS,Chennai,46,General,258,Card,MAS-Chennai,2023,5,7,Sunday,1,6,1,Adult,High
1013,2023-05-07,HWH,NDLS,58,General,253,UPI,HWH-NDLS,2023,5,7,Sunday,1,6,1,Senior,Medium
1014,2023-05-07,SBC,MAS,56,AC,1841,UPI,SBC-MAS,2023,5,7,Sunday,1,6,1,Senior,Medium
1015,2023-05-07,HWH,NDLS,17,General,211,Cash,HWH-NDLS,2023,5,7,Sunday,1,6,1,Child,Medium
1016,2023-05-07,HWH,NDLS,36,General,391,UPI,HWH-NDLS,2023,5,7,Sunday,1,6,1,Adult,Medium
1017,2023-05-07,MAS,SBC,70,AC,2002,UPI,MAS-SBC,2023,5,7,Sunday,1,6,1,Senior,High
1018,2023-05-07,Chennai,Delhi,62,Sleeper,605,UPI,Chennai-Delhi,2023,5,7,Sunday,1,6,1,Senior,Medium
1019,2023-05-08,BCT,NDLS,43,General,343,UPI,BCT-NDLS,2023,5,8,Monday,0,0,0,Adult,Medium
1020,2023-05-08,MAS,Delhi,31,AC,2357,UPI,MAS-Delhi,2023,5,8,Monday,0,0,0,Young,High
1021,2023-05-08,HWH,SBC,58,Sleeper,860,NetBanking,HWH-SBC,2023,5,8,Monday,0,0,0,Senior,High
1022,2023-05-08,Gorakhpur,MAS,76,Sleeper,1184,UPI,Gorakhpur-MAS,2023,5,8,Monday,0,0,0,Senior,High
1023,2023-05-08,BCT,Jaipur,77,General,373,Card,BCT-Jaipur,2023,5,8,Monday,0,0,0,Senior,High
1024,2023-05-08,NDLS,SBC,47,General,431,Cash,NDLS-SBC,2023,5,8,Monday,0,0,0,Adult,High
1025,2023-05-08,Jaipur,Chennai,56,General,469,Cash,Jaipur-Chennai,2023,5,8,Monday,0,0,0,Senior,Low
1026,2023-05-08,NDLS,Mumbai,18,Sleeper,1046,Card,NDLS-Mumbai,2023,5,8,Monday,0,0,0,Child,High
1027,2023-05-09,Delhi,BCT,12,General,421,NetBanking,Delhi-BCT,2023,5,9,Tuesday,0,1,0,Child,Low
1028,2023-05-09,HWH,Delhi,39,General,251,UPI,HWH-Delhi,2023,5,9,Tuesday,0,1,0,Adult,Medium
1029,2023-05-09,Gorakhpur,HWH,22,Sleeper,715,Cash,Gorakhpur-HWH,2023,5,9,Tuesday,0,1,0,Young,High
1030,2023-05-09,Chennai,BCT,59,General,225,Card,Chennai-BCT,2023,5,9,Tuesday,0,1,0,Senior,Low
1031,2023-05-09,SBC,NDLS,56,AC,2064,NetBanking,SBC-NDLS,2023,5,9,Tuesday,0,1,0,Senior,Low
1032,2023-05-09,SBC,MAS,76,Sleeper,1140,NetBanking,SBC-MAS,2023,5,9,Tuesday,0,1,0,Senior,Medium
1033,2023-05-09,BCT,Chennai,53,Sleeper,618,Card,BCT-Chennai,2023,5,9,Tuesday,0,1,0,Senior,Medium
1034,2023-05-09,Chennai,HWH,12,AC,2314,Card,Chennai-HWH,2023,5,9,Tuesday,0,1,0,Child,Medium
1035,2023-05-10,Jaipur,SBC,41,AC,1891,Card,Jaipur-SBC,2023,5,10,Wednesday,0,2,0,Adult,High
1036,2023-05-10,NDLS,Jaipur,70,Sleeper,1018,Card,NDLS-Jaipur,2023,5,10,Wednesday,0,2,0,Senior,Low
1037,2023-05-10,Jaipur,SBC,45,Sleeper,908,Cash,Jaipur-SBC,2023,5,10,Wednesday,0,2,0,Adult,High
1038,2023-05-10,Mumbai,SBC,77,General,426,Card,Mumbai-SBC,2023,5,10,Wednesday,0,2,0,Senior,Low
1039,2023-05-10,NDLS,Mumbai,31,AC,2363,UPI,NDLS-Mumbai,2023,5,10,Wednesday,0,2,0,Young,High
1040,2023-05-10,NDLS,Chennai,24,Sleeper,785,NetBanking,NDLS-Chennai,2023,5,10,Wednesday,0,2,0,Young,Medium
1041,2023-05-10,NDLS,Chennai,42,Sleeper,860,Cash,NDLS-Chennai,2023,5,10,Wednesday,0,2,0,Adult,Medium
1042,2023-05-10,Gorakhpur,NDLS,16,General,215,UPI,Gorakhpur-NDLS,2023,5,10,Wednesday,0,2,0,Child,Low
1043,2023-05-11,MAS,NDLS,46,Sleeper,872,Cash,MAS-NDLS,2023,5,11,Thursday,0,3,0,Adult,Low
1044,2023-05-11,Gorakhpur,BCT,54,Sleeper,759,Card,Gorakhpur-BCT,2023,5,11,Thursday,0,3,0,Senior,High
1045,2023-05-11,SBC,Chennai,35,General,449,NetBanking,SBC-Chennai,2023,5,11,Thursday,0,3,0,Young,Low
1046,2023-05-11,Gorakhpur,Jaipur,69,Sleeper,823,Cash,Gorakhpur-Jaipur,2023,5,11,Thursday,0,3,0,Senior,High
1047,2023-05-11,Jaipur,NDLS,57,Sleeper,855,Cash,Jaipur-NDLS,2023,5,11,Thursday,0,3,0,Senior,Low
1048,2023-05-11,Gorakhpur,MAS,44,AC,1679,Cash,Gorakhpur-MAS,2023,5,11,Thursday,0,3,0,Adult,High
1049,2023-05-11,MAS,Mumbai,77,General,219,UPI,MAS-Mumbai,2023,5,11,Thursday,0,3,0,Senior,High
1050,2023-05-11,BCT,BCT,43,AC,2123,UPI,BCT-BCT,2023,5,11,Thursday,0,3,0,Adult,Medium
1051,2023-05-12,Chennai,HWH,14,General,319,Card,Chennai-HWH,2023,5,12,Friday,0,4,0,Child,Medium
1052,2023-05-12,BCT,Delhi,33,Sleeper,1067,Cash,BCT-Delhi,2023,5,12,Friday,0,4,0,Young,Medium
1053,2023-05-12,Mumbai,Jaipur,44,General,310,Cash,Mumbai-Jaipur,2023,5,12,Friday,0,4,0,Adult,Low
1054,2023-05-12,SBC,HWH,34,General,409,UPI,SBC-HWH,2023,5,12,Friday,0,4,0,Young,Medium
1055,2023-05-12,Mumbai,MAS,6,General,200,UPI,Mumbai-MAS,2023,5,12,Friday,0,4,0,Child,High
1056,2023-05-12,Mumbai,Mumbai,32,Sleeper,657,Cash,Mumbai-Mumbai,2023,5,12,Friday,0,4,0,Young,High
1057,2023-05-12,Chennai,Mumbai,51,General,292,Card,Chennai-Mumbai,2023,5,12,Friday,0,4,0,Senior,High
1058,2023-05-12,Chennai,Jaipur,36,Sleeper,820,NetBanking,Chennai-Jaipur,2023,5,12,Friday,0,4,0,Adult,Low
1059,2023-05-13,MAS,SBC,36,Sleeper,831,Cash,MAS-SBC,2023,5,13,Saturday,1,5,1,Adult,High
1060,2023-05-13,MAS,Gorakhpur,31,Sleeper,963,UPI,MAS-Gorakhpur,2023,5,13,Saturday,1,5,1,Young,Medium
1061,2023-05-13,BCT,Mumbai,58,General,302,UPI,BCT-Mumbai,2023,5,13,Saturday,1,5,1,Senior,Low
1062,2023-05-13,MAS,Chennai,60,General,249,Cash,MAS-Chennai,2023,5,13,Saturday,1,5,1,Senior,High
1063,2023-05-13,MAS,Gorakhpur,35,General,309,UPI,MAS-Gorakhpur,2023,5,13,Saturday,1,5,1,Young,Medium
1064,2023-05-13,Delhi,Chennai,28,Sleeper,1055,UPI,Delhi-Chennai,2023,5,13,Saturday,1,5,1,Young,High
1065,2023-05-13,HWH,SBC,39,Sleeper,687,UPI,HWH-SBC,2023,5,13,Saturday,1,5,1,Adult,High
1066,2023-05-13,BCT,SBC,34,General,219,Card,BCT-SBC,2023,5,13,Saturday,1,5,1,Young,High
1067,2023-05-14,Chennai,SBC,59,Sleeper,613,UPI,Chennai-SBC,2023,5,14,Sunday,1,6,1,Senior,High
1068,2023-05-14,BCT,NDLS,68,AC,1632,NetBanking,BCT-NDLS,2023,5,14,Sunday,1,6,1,Senior,Medium
1069,2023-05-14,Chennai,Delhi,37,Sleeper,633,Cash,Chennai-Delhi,2023,5,14,Sunday,1,6,1,Adult,Medium
1070,2023-05-14,Gorakhpur,SBC,50,Sleeper,807,UPI,Gorakhpur-SBC,2023,5,14,Sunday,1,6,1,Adult,High
1071,2023-05-14,HWH,Chennai,37,Sleeper,798,Cash,HWH-Chennai,2023,5,14,Sunday,1,6,1,Adult,Low
1072,2023-05-14,Delhi,Chennai,72,Sleeper,1191,UPI,Delhi-Chennai,2023,5,14,Sunday,1,6,1,Senior,High
1073,2023-05-14,Delhi,BCT,68,AC,2082,UPI,Delhi-BCT,2023,5,14,Sunday,1,6,1,Senior,Low
1074,2023-05-14,Jaipur,Delhi,34,AC,1654,Card,Jaipur-Delhi,2023,5,14,Sunday,1,6,1,Young,Low
1075,2023-05-14,SBC,Jaipur,33,General,277,Cash,SBC-Jaipur,2023,5,14,Sunday,1,6,1,Young,High
1076,2023-05-15,Chennai,Jaipur,66,Sleeper,677,Cash,Chennai-Jaipur,2023,5,15,Monday,0,0,0,Senior,Low
1077,2023-05-15,SBC,Delhi,34,Sleeper,771,UPI,SBC-Delhi,2023,5,15,Monday,0,0,0,Young,High
1078,2023-05-15,Gorakhpur,HWH,16,Sleeper,888,UPI,Gorakhpur-HWH,2023,5,15,Monday,0,0,0,Child,High
1079,2023-05-15,Delhi,NDLS,71,Sleeper,1144,Cash,Delhi-NDLS,2023,5,15,Monday,0,0,0,Senior,Medium
1080,2023-05-15,Gorakhpur,Gorakhpur,19,General,499,UPI,Gorakhpur-Gorakhpur,2023,5,15,Monday,0,0,0,Young,Medium
1081,2023-05-15,Mumbai,Jaipur,14,General,475,NetBanking,Mumbai-Jaipur,2023,5,15,Monday,0,0,0,Child,Low
1082,2023-05-15,HWH,SBC,65,AC,2378,UPI,HWH-SBC,2023,5,15,Monday,0,0,0,Senior,High
1083,2023-05-15,Jaipur,Jaipur,27,Sleeper,1019,NetBanking,Jaipur-Jaipur,2023,5,15,Monday,0,0,0,Young,Medium
1084,2023-05-16,Gorakhpur,SBC,15,General,206,Card,Gorakhpur-SBC,2023,5,16,Tuesday,0,1,0,Child,High
1085,2023-05-16,Jaipur,Chennai,20,General,359,Card,Jaipur-Chennai,2023,5,16,Tuesday,0,1,0,Young,Low
1086,2023-05-16,HWH,SBC,53,Sleeper,839,Cash,HWH-SBC,2023,5,16,Tuesday,0,1,0,Senior,High
1087,2023-05-16,BCT,SBC,18,Sleeper,1022,UPI,BCT-SBC,2023,5,16,Tuesday,0,1,0,Child,High
1088,2023-05-16,Gorakhpur,NDLS,10,AC,2488,Card,Gorakhpur-NDLS,2023,5,16,Tuesday,0,1,0,Child,Low
1089,2023-05-16,MAS,BCT,46,General,223,Card,MAS-BCT,2023,5,16,Tuesday,0,1,0,Adult,Medium
1090,2023-05-16,NDLS,SBC,21,Sleeper,669,UPI,NDLS-SBC,2023,5,16,Tuesday,0,1,0,Young,High
1091,2023-05-16,Delhi,Gorakhpur,46,General,415,UPI,Delhi-Gorakhpur,2023,5,16,Tuesday,0,1,0,Adult,High
1092,2023-05-17,Delhi,HWH,14,Sleeper,703,UPI,Delhi-HWH,2023,5,17,Wednesday,0,2,0,Child,Low
1093,2023-05-17,Delhi,NDLS,50,Sleeper,653,UPI,Delhi-NDLS,2023,5,17,Wednesday,0,2,0,Adult,Medium
1094,2023-05-17,BCT,BCT,53,Sleeper,929,Cash,BCT-BCT,2023,5,17,Wednesday,0,2,0,Senior,Medium
1095,2023-05-17,NDLS,HWH,13,Sleeper,802,Card,NDLS-HWH,2023,5,17,Wednesday,0,2,0,Child,Medium
1096,2023-05-17,HWH,Mumbai,43,AC,1787,Card,HWH-Mumbai,2023,5,17,Wednesday,0,2,0,Adult,Medium
1097,2023-05-17,BCT,Chennai,6,Sleeper,644,NetBanking,BCT-Chennai,2023,5,17,Wednesday,0,2,0,Child,Medium
1098,2023-05-17,Delhi,MAS,72,AC,2328,NetBanking,Delhi-MAS,2023,5,17,Wednesday,0,2,0,Senior,Low
1099,2023-05-17,Delhi,Chennai,56,General,397,Card,Delhi-Chennai,2023,5,17,Wednesday,0,2,0,Senior,High
1100,2023-05-18,SBC,Mumbai,15,Sleeper,815,Card,SBC-Mumbai,2023,5,18,Thursday,0,3,0,Child,High
1101,2023-05-18,Jaipur,HWH,41,AC,1980,Card,Jaipur-HWH,2023,5,18,Thursday,0,3,0,Adult,High
1102,2023-05-18,Jaipur,Delhi,76,General,383,UPI,Jaipur-Delhi,2023,5,18,Thursday,0,3,0,Senior,Low
1103,2023-05-18,SBC,Chennai,26,General,226,Cash,SBC-Chennai,2023,5,18,Thursday,0,3,0,Young,Low
1104,2023-05-18,Mumbai,Jaipur,56,General,365,Cash,Mumbai-Jaipur,2023,5,18,Thursday,0,3,0,Senior,Low
1105,2023-05-18,SBC,Gorakhpur,9,General,473,NetBanking,SBC-Gorakhpur,2023,5,18,Thursday,0,3,0,Child,High
1106,2023-05-18,Jaipur,Mumbai,6,AC,1882,Card,Jaipur-Mumbai,2023,5,18,Thursday,0,3,0,Child,Medium
1107,2023-05-18,Delhi,Gorakhpur,9,Sleeper,964,NetBanking,Delhi-Gorakhpur,2023,5,18,Thursday,0,3,0,Child,High
1108,2023-05-19,MAS,NDLS,36,General,302,Card,MAS-NDLS,2023,5,19,Friday,0,4,0,Adult,Low
1109,2023-05-19,Jaipur,Mumbai,23,Sleeper,1102,UPI,Jaipur-Mumbai,2023,5,19,Friday,0,4,0,Young,Medium
1110,2023-05-19,NDLS,SBC,8,AC,2344,UPI,NDLS-SBC,2023,5,19,Friday,0,4,0,Child,High
1111,2023-05-19,MAS,Delhi,50,General,303,Cash,MAS-Delhi,2023,5,19,Friday,0,4,0,Adult,High
1112,2023-05-19,BCT,BCT,30,Sleeper,844,NetBanking,BCT-BCT,2023,5,19,Friday,0,4,0,Young,Medium
1113,2023-05-19,Jaipur,BCT,54,Sleeper,768,UPI,Jaipur-BCT,2023,5,19,Friday,0,4,0,Senior,Medium
1114,2023-05-19,HWH,MAS,30,Sleeper,1017,Card,HWH-MAS,2023,5,19,Friday,0,4,0,Young,Low
1115,2023-05-19,Gorakhpur,MAS,75,Sleeper,955,Card,Gorakhpur-MAS,2023,5,19,Friday,0,4,0,Senior,High
1116,2023-05-20,Gorakhpur,SBC,36,Sleeper,1077,NetBanking,Gorakhpur-SBC,2023,5,20,Saturday,1,5,1,Adult,High
1117,2023-05-20,NDLS,Gorakhpur,48,AC,1624,NetBanking,NDLS-Gorakhpur,2023,5,20,Saturday,1,5,1,Adult,Medium
1118,2023-05-20,Chennai,NDLS,30,General,224,Card,Chennai-NDLS,2023,5,20,Saturday,1,5,1,Young,Medium
1119,2023-05-20,Gorakhpur,Jaipur,65,Sleeper,1001,Cash,Gorakhpur-Jaipur,2023,5,20,Saturday,1,5,1,Senior,High
1120,2023-05-20,NDLS,MAS,55,AC,2016,Cash,NDLS-MAS,2023,5,20,Saturday,1,5,1,Senior,Medium
1121,2023-05-20,Chennai,Mumbai,63,General,218,Cash,Chennai-Mumbai,2023,5,20,Saturday,1,5,1,Senior,High
1122,2023-05-20,BCT,Chennai,42,General,369,Card,BCT-Chennai,2023,5,20,Saturday,1,5,1,Adult,Medium
1123,2023-05-20,Chennai,HWH,30,General,473,Card,Chennai-HWH,2023,5,20,Saturday,1,5,1,Young,Medium
1124,2023-05-21,HWH,Delhi,49,General,453,Card,HWH-Delhi,2023,5,21,Sunday,1,6,1,Adult,Medium
1125,2023-05-21,Jaipur,Mumbai,35,Sleeper,720,Card,Jaipur-Mumbai,2023,5,21,Sunday,1,6,1,Young,Medium
1126,2023-05-21,Gorakhpur,Chennai,74,Sleeper,631,Cash,Gorakhpur-Chennai,2023,5,21,Sunday,1,6,1,Senior,Low
1127,2023-05-21,Delhi,Gorakhpur,49,AC,2160,UPI,Delhi-Gorakhpur,2023,5,21,Sunday,1,6,1,Adult,High
1128,2023-05-21,SBC,Gorakhpur,35,Sleeper,636,Cash,SBC-Gorakhpur,2023,5,21,Sunday,1,6,1,Young,High
1129,2023-05-21,Jaipur,NDLS,65,Sleeper,941,Card,Jaipur-NDLS,2023,5,21,Sunday,1,6,1,Senior,Low
1130,2023-05-21,BCT,SBC,52,Sleeper,612,UPI,BCT-SBC,2023,5,21,Sunday,1,6,1,Senior,High
1131,2023-05-21,BCT,Gorakhpur,49,General,382,Card,BCT-Gorakhpur,2023,5,21,Sunday,1,6,1,Adult,Medium
1132,2023-05-22,NDLS,BCT,64,Sleeper,864,UPI,NDLS-BCT,2023,5,22,Monday,0,0,0,Senior,Low
1133,2023-05-22,Mumbai,Delhi,65,AC,1587,UPI,Mumbai-Delhi,2023,5,22,Monday,0,0,0,Senior,Medium
1134,2023-05-22,Chennai,BCT,56,Sleeper,1061,Cash,Chennai-BCT,2023,5,22,Monday,0,0,0,Senior,Low
1135,2023-05-22,Chennai,HWH,56,Sleeper,645,NetBanking,Chennai-HWH,2023,5,22,Monday,0,0,0,Senior,Medium
1136,2023-05-22,NDLS,NDLS,80,AC,1891,UPI,NDLS-NDLS,2023,5,22,Monday,0,0,0,Senior,Low
1137,2023-05-22,SBC,HWH,66,General,318,Cash,SBC-HWH,2023,5,22,Monday,0,0,0,Senior,Medium
1138,2023-05-22,Delhi,Gorakhpur,30,Sleeper,1130,UPI,Delhi-Gorakhpur,2023,5,22,Monday,0,0,0,Young,High
1139,2023-05-22,BCT,SBC,71,Sleeper,1046,Card,BCT-SBC,2023,5,22,Monday,0,0,0,Senior,High
1140,2023-05-23,Jaipur,MAS,53,Sleeper,645,UPI,Jaipur-MAS,2023,5,23,Tuesday,0,1,0,Senior,Low
1141,2023-05-23,SBC,Chennai,48,General,245,UPI,SBC-Chennai,2023,5,23,Tuesday,0,1,0,Adult,Low
1142,2023-05-23,Delhi,Chennai,40,Sleeper,1125,UPI,Delhi-Chennai,2023,5,23,Tuesday,0,1,0,Adult,High
1143,2023-05-23,Mumbai,NDLS,57,Sleeper,1196,Cash,Mumbai-NDLS,2023,5,23,Tuesday,0,1,0,Senior,Low
1144,2023-05-23,Jaipur,Mumbai,48,Sleeper,602,Cash,Jaipur-Mumbai,2023,5,23,Tuesday,0,1,0,Adult,Medium
1145,2023-05-23,NDLS,Mumbai,26,Sleeper,627,Cash,NDLS-Mumbai,2023,5,23,Tuesday,0,1,0,Young,High
1146,2023-05-23,Jaipur,BCT,6,General,356,NetBanking,Jaipur-BCT,2023,5,23,Tuesday,0,1,0,Child,Medium
1147,2023-05-23,HWH,BCT,11,General,374,NetBanking,HWH-BCT,2023,5,23,Tuesday,0,1,0,Child,Low
1148,2023-05-24,Mumbai,Chennai,20,Sleeper,713,Card,Mumbai-Chennai,2023,5,24,Wednesday,0,2,0,Young,High
1149,2023-05-24,NDLS,Delhi,48,General,449,Card,NDLS-Delhi,2023,5,24,Wednesday,0,2,0,Adult,Low
1150,2023-05-24,NDLS,HWH,69,General,258,NetBanking,NDLS-HWH,2023,5,24,Wednesday,0,2,0,Senior,Medium
1151,2023-05-24,NDLS,BCT,77,General,402,Cash,NDLS-BCT,2023,5,24,Wednesday,0,2,0,Senior,Low
1152,2023-05-24,Gorakhpur,SBC,75,General,438,UPI,Gorakhpur-SBC,2023,5,24,Wednesday,0,2,0,Senior,High
1153,2023-05-24,SBC,Chennai,73,Sleeper,833,Card,SBC-Chennai,2023,5,24,Wednesday,0,2,0,Senior,Low
1154,2023-05-24,Delhi,Delhi,65,Sleeper,902,Card,Delhi-Delhi,2023,5,24,Wednesday,0,2,0,Senior,High
1155,2023-05-24,Chennai,HWH,34,Sleeper,933,Card,Chennai-HWH,2023,5,24,Wednesday,0,2,0,Young,Medium
1156,2023-05-25,BCT,Mumbai,46,General,312,NetBanking,BCT-Mumbai,2023,5,25,Thursday,0,3,0,Adult,Low
1157,2023-05-25,BCT,Chennai,78,AC,2120,Card,BCT-Chennai,2023,5,25,Thursday,0,3,0,Senior,Medium
1158,2023-05-25,HWH,Jaipur,29,General,488,UPI,HWH-Jaipur,2023,5,25,Thursday,0,3,0,Young,High
1159,2023-05-25,HWH,Delhi,75,General,296,Card,HWH-Delhi,2023,5,25,Thursday,0,3,0,Senior,Medium
1160,2023-05-25,HWH,NDLS,61,AC,2457,NetBanking,HWH-NDLS,2023,5,25,Thursday,0,3,0,Senior,Medium
1161,2023-05-25,MAS,BCT,36,General,215,Card,MAS-BCT,2023,5,25,Thursday,0,3,0,Adult,Medium
1162,2023-05-25,HWH,MAS,54,AC,2055,Cash,HWH-MAS,2023,5,25,Thursday,0,3,0,Senior,Low
1163,2023-05-25,BCT,BCT,79,Sleeper,975,Card,BCT-BCT,2023,5,25,Thursday,0,3,0,Senior,Medium
1164,2023-05-26,Mumbai,HWH,14,General,429,UPI,Mumbai-HWH,2023,5,26,Friday,0,4,0,Child,Low
1165,2023-05-26,Delhi,Chennai,26,AC,1889,UPI,Delhi-Chennai,2023,5,26,Friday,0,4,0,Young,High
1166,2023-05-26,HWH,Mumbai,45,General,307,UPI,HWH-Mumbai,2023,5,26,Friday,0,4,0,Adult,Medium
1167,2023-05-26,Mumbai,Delhi,51,General,416,UPI,Mumbai-Delhi,2023,5,26,Friday,0,4,0,Senior,Medium
1168,2023-05-26,MAS,MAS,18,Sleeper,998,Card,MAS-MAS,2023,5,26,Friday,0,4,0,Child,High
1169,2023-05-26,MAS,BCT,7,AC,1759,NetBanking,MAS-BCT,2023,5,26,Friday,0,4,0,Child,Medium
1170,2023-05-26,Chennai,Gorakhpur,57,Sleeper,919,Card,Chennai-Gorakhpur,2023,5,26,Friday,0,4,0,Senior,Medium
1171,2023-05-26,Gorakhpur,Jaipur,20,Sleeper,795,Cash,Gorakhpur-Jaipur,2023,5,26,Friday,0,4,0,Young,High
1172,2023-05-27,Gorakhpur,Gorakhpur,65,General,294,UPI,Gorakhpur-Gorakhpur,2023,5,27,Saturday,1,5,1,Senior,Medium
1173,2023-05-27,Jaipur,Jaipur,32,Sleeper,1167,UPI,Jaipur-Jaipur,2023,5,27,Saturday,1,5,1,Young,Medium
1174,2023-05-27,Gorakhpur,Mumbai,39,Sleeper,1143,UPI,Gorakhpur-Mumbai,2023,5,27,Saturday,1,5,1,Adult,Low
1175,2023-05-27,Jaipur,SBC,6,Sleeper,830,Cash,Jaipur-SBC,2023,5,27,Saturday,1,5,1,Child,High
1176,2023-05-27,SBC,Jaipur,65,Sleeper,1120,Card,SBC-Jaipur,2023,5,27,Saturday,1,5,1,Senior,High
1177,2023-05-27,Gorakhpur,MAS,60,General,390,Card,Gorakhpur-MAS,2023,5,27,Saturday,1,5,1,Senior,High
1178,2023-05-27,MAS,Jaipur,59,AC,2372,UPI,MAS-Jaipur,2023,5,27,Saturday,1,5,1,Senior,Medium
1179,2023-05-27,Chennai,Delhi,22,General,399,NetBanking,Chennai-Delhi,2023,5,27,Saturday,1,5,1,Young,Medium
1180,2023-05-28,Mumbai,BCT,75,Sleeper,1198,NetBanking,Mumbai-BCT,2023,5,28,Sunday,1,6,1,Senior,Low
1181,2023-05-28,HWH,BCT,53,General,220,Card,HWH-BCT,2023,5,28,Sunday,1,6,1,Senior,Low
1182,2023-05-28,Gorakhpur,Mumbai,46,Sleeper,910,NetBanking,Gorakhpur-Mumbai,2023,5,28,Sunday,1,6,1,Adult,Low
1183,2023-05-28,Jaipur,Gorakhpur,11,Sleeper,1187,Card,Jaipur-Gorakhpur,2023,5,28,Sunday,1,6,1,Child,Medium
1184,2023-05-28,Mumbai,Gorakhpur,8,General,340,UPI,Mumbai-Gorakhpur,2023,5,28,Sunday,1,6,1,Child,Low
1185,2023-05-28,NDLS,SBC,47,AC,2137,NetBanking,NDLS-SBC,2023,5,28,Sunday,1,6,1,Adult,High
1186,2023-05-28,BCT,Gorakhpur,63,General,450,Cash,BCT-Gorakhpur,2023,5,28,Sunday,1,6,1,Senior,Medium
1187,2023-05-28,Gorakhpur,Mumbai,53,Sleeper,1195,NetBanking,Gorakhpur-Mumbai,2023,5,28,Sunday,1,6,1,Senior,Low
1188,2023-05-29,BCT,Jaipur,64,AC,1933,UPI,BCT-Jaipur,2023,5,29,Monday,0,0,0,Senior,High
1189,2023-05-29,Gorakhpur,SBC,10,Sleeper,970,UPI,Gorakhpur-SBC,2023,5,29,Monday,0,0,0,Child,High
1190,2023-05-29,NDLS,Mumbai,24,General,247,Cash,NDLS-Mumbai,2023,5,29,Monday,0,0,0,Young,High
1191,2023-05-29,HWH,NDLS,35,AC,2390,Card,HWH-NDLS,2023,5,29,Monday,0,0,0,Young,Medium
1192,2023-05-29,SBC,HWH,26,Sleeper,677,Cash,SBC-HWH,2023,5,29,Monday,0,0,0,Young,Medium
1193,2023-05-29,Delhi,Gorakhpur,36,Sleeper,1141,NetBanking,Delhi-Gorakhpur,2023,5,29,Monday,0,0,0,Adult,High
1194,2023-05-29,Mumbai,MAS,51,Sleeper,884,NetBanking,Mumbai-MAS,2023,5,29,Monday,0,0,0,Senior,High
1195,2023-05-29,Mumbai,BCT,38,AC,2147,UPI,Mumbai-BCT,2023,5,29,Monday,0,0,0,Adult,Low
1196,2023-05-30,HWH,HWH,31,General,339,UPI,HWH-HWH,2023,5,30,Tuesday,0,1,0,Young,High
1197,2023-05-30,Chennai,Gorakhpur,48,General,240,Card,Chennai-Gorakhpur,2023,5,30,Tuesday,0,1,0,Adult,Medium
1198,2023-05-30,MAS,Chennai,34,General,481,Cash,MAS-Chennai,2023,5,30,Tuesday,0,1,0,Young,High
1199,2023-05-30,Gorakhpur,Mumbai,37,General,249,UPI,Gorakhpur-Mumbai,2023,5,30,Tuesday,0,1,0,Adult,Low
1200,2023-05-30,Delhi,Delhi,31,AC,1757,Card,Delhi-Delhi,2023,5,30,Tuesday,0,1,0,Young,High
1201,2023-05-30,Chennai,Jaipur,60,General,469,NetBanking,Chennai-Jaipur,2023,5,30,Tuesday,0,1,0,Senior,Low
1202,2023-05-30,Delhi,Mumbai,27,AC,1633,Card,Delhi-Mumbai,2023,5,30,Tuesday,0,1,0,Young,Low
1203,2023-05-30,MAS,MAS,47,AC,2245,Card,MAS-MAS,2023,5,30,Tuesday,0,1,0,Adult,High
1204,2023-05-31,BCT,SBC,58,Sleeper,703,NetBanking,BCT-SBC,2023,5,31,Wednesday,0,2,0,Senior,High
1205,2023-05-31,Gorakhpur,NDLS,72,Sleeper,694,Cash,Gorakhpur-NDLS,2023,5,31,Wednesday,0,2,0,Senior,Low
1206,2023-05-31,MAS,Mumbai,57,General,416,Card,MAS-Mumbai,2023,5,31,Wednesday,0,2,0,Senior,High
1207,2023-05-31,Mumbai,Mumbai,44,Sleeper,1172,Cash,Mumbai-Mumbai,2023,5,31,Wednesday,0,2,0,Adult,High
1208,2023-05-31,Mumbai,Mumbai,64,Sleeper,1079,Card,Mumbai-Mumbai,2023,5,31,Wednesday,0,2,0,Senior,High
1209,2023-05-31,Gorakhpur,HWH,13,Sleeper,840,NetBanking,Gorakhpur-HWH,2023,5,31,Wednesday,0,2,0,Child,High
