Ticket_ID,Sale_Date,Source_Station,Destination_Station,Passenger_Age,Coach_Type,Ticket_Price,Payment_Mode
001052,2023-05-12,BCT,Delhi,33,Sleeper,1067,Cash
001053,2023-05-12,Mumbai,Jaipur,44,General,310,Cash
001054,2023-05-12,SBC,HWH,34,General,409,UPI
001055,2023-05-12,Mumbai,MAS,6,General,200,UPI
001056,2023-05-12,Mumbai,Mumbai,32,Sleeper,657,Cash
001057,2023-05-12,Chennai,Mumbai,51,General,292,Card
001058,2023-05-12,Chennai,Jaipur,36,Sleeper,820,NetBanking
001059,2023-05-13,MAS,SBC,36,Sleeper,831,Cash
001060,2023-05-13,MAS,Gorakhpur,31,Sleeper,963,UPI
001061,2023-05-13,BCT,Mumbai,58,General,302,UPI
001062,2023-05-13,MAS,Chennai,60,General,249,Cash
001063,2023-05-13,MAS,Gorakhpur,35,General,309,UPI
001064,2023-05-13,Delhi,Chennai,28,Sleeper,1055,UPI
001065,2023-05-13,HWH,SBC,39,Sleeper,687,UPI
001066,2023-05-13,BCT,SBC,34,General,219,Card
001067,2023-05-14,Chennai,SBC,59,Sleeper,613,UPI
001068,2023-05-14,BCT,NDLS,68,AC,1632,NetBanking
001069,2023-05-14,Chennai,Delhi,37,Sleeper,633,Cash
001070,2023-05-14,Gorakhpur,SBC,50,Sleeper,807,UPI
001071,2023-05-14,HWH,Chennai,37,Sleeper,798,Cash
001072,2023-05-14,Delhi,Chennai,72,Sleeper,1191,UPI
001073,2023-05-14,Delhi,BCT,68,AC,2082,UPI
001074,2023-05-14,Jaipur,Delhi,34,AC,1654,Card
001075,2023-05-14,SBC,Jaipur,33,General,277,Cash
001076,2023-05-15,Chennai,Jaipur,66,Sleeper,677,Cash
001077,2023-05-15,SBC,Delhi,34,Sleeper,771,UPI
001078,2023-05-15,Gorakhpur,HWH,16,Sleeper,888,UPI
001079,2023-05-15,Delhi,NDLS,71,Sleeper,1144,Cash
001080,2023-05-15,Gorakhpur,Gorakhpur,19,General,499,UPI
001081,2023-05-15,Mumbai,Jaipur,14,General,475,NetBanking
001082,2023-05-15,HWH,SBC,65,AC,2378,UPI
001083,2023-05-15,Jaipur,Jaipur,27,Sleeper,1019,NetBanking
001084,2023-05-16,Gorakhpur,SBC,15,General,206,Card
001085,2023-05-16,Jaipur,Chennai,20,General,359,Card
001086,2023-05-16,HWH,SBC,53,Sleeper,839,Cash
001087,2023-05-16,BCT,SBC,18,Sleeper,1022,UPI
001088,2023-05-16,Gorakhpur,NDLS,10,AC,2488,Card
001089,2023-05-16,MAS,BCT,46,General,223,Card
001090,2023-05-16,NDLS,SBC,21,Sleeper,669,UPI
001091,2023-05-16,Delhi,Gorakhpur,46,General,415,UPI
001092,2023-05-17,Delhi,HWH,14,Sleeper,703,UPI
001093,2023-05-17,Delhi,NDLS,50,Sleeper,653,UPI
001094,2023-05-17,BCT,BCT,53,Sleeper,929,Cash
001095,2023-05-17,NDLS,HWH,13,Sleeper,802,Card
001096,2023-05-17,HWH,Mumbai,43,AC,1787,Card
001097,2023-05-17,BCT,Chennai,6,Sleeper,644,NetBanking
001098,2023-05-17,Delhi,MAS,72,AC,2328,NetBanking
001099,2023-05-17,Delhi,Chennai,56,General,397,Card
001100,2023-05-18,SBC,Mumbai,15,Sleeper,815,Card
001101,2023-05-18,Jaipur,HWH,41,AC,1980,Card
001102,2023-05-18,Jaipur,Delhi,76,General,383,UPI
001103,2023-05-18,SBC,Chennai,26,General,226,Cash
001104,2023-05-18,Mumbai,Jaipur,56,General,365,Cash
001105,2023-05-18,SBC,Gorakhpur,9,General,473,NetBanking
001106,2023-05-18,Jaipur,Mumbai,6,AC,1882,Card
001107,2023-05-18,Delhi,Gorakhpur,9,Sleeper,964,NetBanking
001108,2023-05-19,MAS,NDLS,36,General,302,Card
001109,2023-05-19,Jaipur,Mumbai,23,Sleeper,1102,UPI
001110,2023-05-19,NDLS,SBC,8,AC,2344,UPI
001111,2023-05-19,MAS,Delhi,50,General,303,Cash
001112,2023-05-19,BCT,BCT,30,Sleeper,844,NetBanking
001113,2023-05-19,Jaipur,BCT,54,Sleeper,768,UPI
001114,2023-05-19,HWH,MAS,30,Sleeper,1017,Card
001115,2023-05-19,Gorakhpur,MAS,75,Sleeper,955,Card
001116,2023-05-20,Gorakhpur,SBC,36,Sleeper,1077,NetBanking
001117,2023-05-20,NDLS,Gorakhpur,48,AC,1624,NetBanking
001118,2023-05-20,Chennai,NDLS,30,General,224,Card
001119,2023-05-20,Gorakhpur,Jaipur,65,Sleeper,1001,Cash
001120,2023-05-20,NDLS,MAS,55,AC,2016,Cash
001121,2023-05-20,Chennai,Mumbai,63,General,218,Cash
001122,2023-05-20,BCT,Chennai,42,General,369,Card
001123,2023-05-20,Chennai,HWH,30,General,473,Card
001124,2023-05-21,HWH,Delhi,49,General,453,Card
001125,2023-05-21,Jaipur,Mumbai,35,Sleeper,720,Card
001126,2023-05-21,Gorakhpur,Chennai,74,Sleeper,631,Cash
001127,2023-05-21,Delhi,Gorakhpur,49,AC,2160,UPI
001128,2023-05-21,SBC,Gorakhpur,35,Sleeper,636,Cash
001129,2023-05-21,Jaipur,NDLS,65,Sleeper,941,Card
001130,2023-05-21,BCT,SBC,52,Sleeper,612,UPI
001131,2023-05-21,BCT,Gorakhpur,49,General,382,Card
001132,2023-05-22,NDLS,BCT,64,Sleeper,864,UPI
001133,2023-05-22,Mumbai,Delhi,65,AC,1587,UPI
001134,2023-05-22,Chennai,BCT,56,Sleeper,1061,Cash
001135,2023-05-22,Chennai,HWH,56,Sleeper,645,NetBanking
001136,2023-05-22,NDLS,NDLS,80,AC,1891,UPI
001137,2023-05-22,SBC,HWH,66,General,318,Cash
001138,2023-05-22,Delhi,Gorakhpur,30,Sleeper,1130,UPI
001139,2023-05-22,BCT,SBC,71,Sleeper,1046,Card
001140,2023-05-23,Jaipur,MAS,53,Sleeper,645,UPI
001141,2023-05-23,SBC,Chennai,48,General,245,UPI
001142,2023-05-23,Delhi,Chennai,40,Sleeper,1125,UPI
001143,2023-05-23,Mumbai,NDLS,57,Sleeper,1196,Cash
001144,2023-05-23,Jaipur,Mumbai,48,Sleeper,602,Cash
001145,2023-05-23,NDLS,Mumbai,26,Sleeper,627,Cash
001146,2023-05-23,Jaipur,BCT,6,General,356,NetBanking
001147,2023-05-23,HWH,BCT,11,General,374,NetBanking
001148,2023-05-24,Mumbai,Chennai,20,Sleeper,713,Card
001149,2023-05-24,NDLS,Delhi,48,General,449,Card
001150,2023-05-24,NDLS,HWH,69,General,258,NetBanking
001151,2023-05-24,NDLS,BCT,77,General,402,Cash
001152,2023-05-24,Gorakhpur,SBC,75,General,438,UPI
001153,2023-05-24,SBC,Chennai,73,Sleeper,833,Card
001154,2023-05-24,Delhi,Delhi,65,Sleeper,902,Card
001155,2023-05-24,Chennai,HWH,34,Sleeper,933,Card
001156,2023-05-25,BCT,Mumbai,46,General,312,NetBanking
001157,2023-05-25,BCT,Chennai,78,AC,2120,Card
001158,2023-05-25,HWH,Jaipur,29,General,488,UPI
001159,2023-05-25,HWH,Delhi,75,General,296,Card
001160,2023-05-25,HWH,NDLS,61,AC,2457,NetBanking
001161,2023-05-25,MAS,BCT,36,General,215,Card
001162,2023-05-25,HWH,MAS,54,AC,2055,Cash
001163,2023-05-25,BCT,BCT,79,Sleeper,975,Card
001164,2023-05-26,Mumbai,HWH,14,General,429,UPI
001165,2023-05-26,Delhi,Chennai,26,AC,1889,UPI
001166,2023-05-26,HWH,Mumbai,45,General,307,UPI
001167,2023-05-26,Mumbai,Delhi,51,General,416,UPI
001168,2023-05-26,MAS,MAS,18,Sleeper,998,Card
001169,2023-05-26,MAS,BCT,7,AC,1759,NetBanking
001170,2023-05-26,Chennai,Gorakhpur,57,Sleeper,919,Card
001171,2023-05-26,Gorakhpur,Jaipur,20,Sleeper,795,Cash
001172,2023-05-27,Gorakhpur,Gorakhpur,65,General,294,UPI
001173,2023-05-27,Jaipur,Jaipur,32,Sleeper,1167,UPI
001174,2023-05-27,Gorakhpur,Mumbai,39,Sleeper,1143,UPI
001175,2023-05-27,Jaipur,SBC,6,Sleeper,830,Cash
001176,2023-05-27,SBC,Jaipur,65,Sleeper,1120,Card
001177,2023-05-27,Gorakhpur,MAS,60,General,390,Card
001178,2023-05-27,MAS,Jaipur,59,AC,2372,UPI
001179,2023-05-27,Chennai,Delhi,22,General,399,NetBanking
001180,2023-05-28,Mumbai,BCT,75,Sleeper,1198,NetBanking
001181,2023-05-28,HWH,BCT,53,General,220,Card
001182,2023-05-28,Gorakhpur,Mumbai,46,Sleeper,910,NetBanking
001183,2023-05-28,Jaipur,Gorakhpur,11,Sleeper,1187,Card
001184,2023-05-28,Mumbai,Gorakhpur,8,General,340,UPI
001185,2023-05-28,NDLS,SBC,47,AC,2137,NetBanking
001186,2023-05-28,BCT,Gorakhpur,63,General,450,Cash
001187,2023-05-28,Gorakhpur,Mumbai,53,Sleeper,1195,NetBanking
001188,2023-05-29,BCT,Jaipur,64,AC,1933,UPI
001189,2023-05-29,Gorakhpur,SBC,10,Sleeper,970,UPI
001190,2023-05-29,NDLS,Mumbai,24,General,247,Cash
001191,2023-05-29,HWH,NDLS,35,AC,2390,Card
001192,2023-05-29,SBC,HWH,26,Sleeper,677,Cash
001193,2023-05-29,Delhi,Gorakhpur,36,Sleeper,1141,NetBanking
001194,2023-05-29,Mumbai,MAS,51,Sleeper,884,NetBanking
001195,2023-05-29,Mumbai,BCT,38,AC,2147,UPI
001196,2023-05-30,HWH,HWH,31,General,339,UPI
001197,2023-05-30,Chennai,Gorakhpur,48,General,240,Card
001198,2023-05-30,MAS,Chennai,34,General,481,Cash
001199,2023-05-30,Gorakhpur,Mumbai,37,General,249,UPI
001200,2023-05-30,Delhi,Delhi,31,AC,1757,Card
001201,2023-05-30,Chennai,Jaipur,60,General,469,NetBanking
001202,2023-05-30,Delhi,Mumbai,27,AC,1633,Card
001203,2023-05-30,MAS,MAS,47,AC,2245,Card
001204,2023-05-31,BCT,SBC,58,Sleeper,703,NetBanking
001205,2023-05-31,Gorakhpur,NDLS,72,Sleeper,694,Cash
001206,2023-05-31,MAS,Mumbai,57,General,416,Card
001207,2023-05-31,Mumbai,Mumbai,44,Sleeper,1172,Cash
001208,2023-05-31,Mumbai,Mumbai,64,Sleeper,1079,Card
001209,2023-05-31,Gorakhpur,HWH,13,Sleeper,840,NetBanking
001210,2023-05-31,SBC,Jaipur,14,General,212,UPI
001211,2023-05-31,HWH,Jaipur,14,Sleeper,746,Card
001212,2023-06-01,HWH,Jaipur,34,Sleeper,1200,UPI
001213,2023-06-01,Mumbai,Chennai,14,AC,1594,Card
001214,2023-06-01,Mumbai,HWH,62,General,492,UPI
001215,2023-06-01,MAS,Delhi,40,Sleeper,624,Cash
001216,2023-06-01,NDLS,SBC,48,Sleeper,871,NetBanking
001217,2023-06-01,Jaipur,Chennai,61,AC,2004,Cash
001218,2023-06-01,SBC,HWH,47,Sleeper,765,Card
001219,2023-06-01,Chennai,NDLS,27,Sleeper,686,Cash
001220,2023-06-02,Jaipur,Mumbai,8,Sleeper,1090,Cash
001221,2023-06-02,MAS,Jaipur,16,General,340,Card
001222,2023-06-02,Jaipur,Mumbai,53,AC,2367,Card
001223,2023-06-02,Jaipur,HWH,28,Sleeper,702,Card
001224,2023-06-02,MAS,BCT,17,General,425,UPI
001225,2023-06-02,Mumbai,MAS,72,Sleeper,1174,Cash
001226,2023-06-02,Mumbai,Chennai,76,Sleeper,893,Card
001227,2023-06-02,Gorakhpur,Delhi,38,Sleeper,905,Card
001228,2023-06-03,Jaipur,Jaipur,13,Sleeper,853,Cash
001229,2023-06-03,Chennai,NDLS,14,General,379,UPI
001230,2023-06-03,MAS,Chennai,69,Sleeper,639,UPI
001231,2023-06-03,Chennai,SBC,76,General,463,UPI
001232,2023-06-03,Delhi,Delhi,78,Sleeper,1119,Card
001233,2023-06-03,HWH,SBC,58,Sleeper,1145,UPI
001234,2023-06-03,Gorakhpur,Jaipur,47,AC,1735,NetBanking
001235,2023-06-03,HWH,SBC,63,Sleeper,1062,Card
001236,2023-06-04,Gorakhpur,HWH,63,Sleeper,827,Card
001237,2023-06-04,SBC,MAS,71,General,387,UPI
001238,2023-06-04,MAS,SBC,65,Sleeper,1082,UPI
001239,2023-06-04,HWH,BCT,42,General,221,NetBanking
001240,2023-06-04,Chennai,Delhi,12,AC,1842,UPI
001241,2023-06-04,MAS,BCT,69,General,239,Cash
001242,2023-06-04,Chennai,MAS,9,General,372,UPI
001243,2023-06-04,Jaipur,NDLS,47,General,378,NetBanking
001244,2023-06-05,HWH,MAS,64,General,285,NetBanking
001245,2023-06-05,Jaipur,Gorakhpur,30,General,332,Card
001246,2023-06-05,Mumbai,Chennai,15,Sleeper,950,Cash
001247,2023-06-05,Delhi,BCT,38,AC,2024,Card
001248,2023-06-05,SBC,HWH,6,AC,2039,Cash
001249,2023-06-05,SBC,NDLS,25,General,283,UPI
001250,2023-06-05,HWH,Gorakhpur,30,Sleeper,1063,Card
001251,2023-06-05,BCT,MAS,80,General,479,UPI
001252,2023-06-06,Delhi,Jaipur,77,Sleeper,862,NetBanking
001253,2023-06-06,NDLS,Chennai,9,AC,1665,NetBanking
001254,2023-06-06,Gorakhpur,SBC,13,AC,1792,Card
001255,2023-06-06,SBC,Mumbai,54,Sleeper,1108,NetBanking
001256,2023-06-06,MAS,Delhi,14,Sleeper,1179,Cash
001257,2023-06-06,Mumbai,Jaipur,62,Sleeper,825,Cash
001258,2023-06-06,Jaipur,BCT,14,Sleeper,769,UPI
001259,2023-06-06,NDLS,NDLS,40,AC,2097,Card
001260,2023-06-07,MAS,NDLS,78,Sleeper,1047,Card
001261,2023-06-07,HWH,Mumbai,60,Sleeper,1101,UPI
001262,2023-06-07,Delhi,NDLS,66,General,451,Card
001263,2023-06-07,SBC,HWH,41,Sleeper,1126,UPI
001264,2023-06-07,Gorakhpur,BCT,45,Sleeper,978,Cash
001265,2023-06-07,NDLS,MAS,52,AC,1700,Cash
001266,2023-06-07,SBC,NDLS,26,AC,2118,Cash
001267,2023-06-07,BCT,NDLS,65,Sleeper,849,Cash
001268,2023-06-08,BCT,MAS,79,Sleeper,1008,NetBanking
001269,2023-06-08,BCT,MAS,52,Sleeper,1200,UPI
001270,2023-06-08,Mumbai,Gorakhpur,68,Sleeper,724,Cash
001271,2023-06-08,Jaipur,Chennai,41,Sleeper,712,UPI
001272,2023-06-08,HWH,Chennai,45,General,336,UPI
001273,2023-06-08,MAS,Chennai,9,General,446,UPI
001274,2023-06-08,SBC,Mumbai,56,AC,1995,UPI
001275,2023-06-08,MAS,NDLS,21,Sleeper,749,Cash
001276,2023-06-09,MAS,Mumbai,66,AC,2374,Cash
001277,2023-06-09,SBC,Jaipur,56,Sleeper,942,UPI
001278,2023-06-09,Jaipur,Chennai,24,General,267,UPI
001279,2023-06-09,Mumbai,NDLS,20,AC,2232,UPI
001280,2023-06-09,Mumbai,Gorakhpur,11,Sleeper,920,NetBanking
001281,2023-06-09,Delhi,Mumbai,70,Sleeper,1131,Card
001282,2023-06-09,HWH,MAS,16,General,488,Cash
001283,2023-06-09,Delhi,Mumbai,47,Sleeper,1088,UPI
001284,2023-06-10,Jaipur,NDLS,44,AC,1991,Cash
001285,2023-06-10,MAS,Mumbai,5,Sleeper,851,UPI
001286,2023-06-10,HWH,Delhi,62,Sleeper,676,Card
001287,2023-06-10,Delhi,MAS,7,AC,2146,UPI
001288,2023-06-10,Delhi,SBC,12,Sleeper,991,NetBanking
001289,2023-06-10,BCT,Gorakhpur,79,AC,1911,UPI
001290,2023-06-10,Mumbai,Jaipur,65,AC,1672,Cash
001291,2023-06-10,Chennai,MAS,9,Sleeper,800,UPI
001292,2023-06-11,Delhi,Chennai,30,AC,1716,NetBanking
001293,2023-06-11,NDLS,HWH,77,Sleeper,975,UPI
001294,2023-06-11,BCT,BCT,21,Sleeper,1185,Card
001295,2023-06-11,MAS,NDLS,70,General,210,UPI
001296,2023-06-11,Gorakhpur,Delhi,55,Sleeper,611,Cash
001297,2023-06-11,Mumbai,BCT,51,AC,2391,UPI
001298,2023-06-11,Jaipur,Chennai,44,AC,2490,Card
001299,2023-06-11,SBC,Jaipur,31,Sleeper,1189,Card
001300,2023-06-12,Jaipur,MAS,44,General,371,NetBanking
001301,2023-06-12,BCT,Mumbai,5,AC,2107,UPI
001302,2023-06-12,NDLS,MAS,50,General,472,Cash
001303,2023-06-12,Jaipur,MAS,15,AC,2430,Card
001304,2023-06-12,NDLS,Chennai,43,Sleeper,1175,Card
001305,2023-06-12,SBC,Chennai,22,General,331,UPI
001306,2023-06-12,Gorakhpur,SBC,51,General,471,Card
001307,2023-06-12,Mumbai,HWH,78,General,308,Card
001308,2023-06-13,Mumbai,BCT,25,General,472,UPI
001309,2023-06-13,Chennai,Mumbai,32,Sleeper,767,UPI
001310,2023-06-13,NDLS,Mumbai,5,General,379,NetBanking
001311,2023-06-13,SBC,SBC,18,AC,1557,UPI
001312,2023-06-13,Delhi,Chennai,24,General,278,UPI
001313,2023-06-13,Delhi,Gorakhpur,77,Sleeper,1059,NetBanking
001314,2023-06-13,MAS,HWH,49,General,260,UPI
001315,2023-06-13,NDLS,SBC,65,Sleeper,968,Card
001316,2023-06-14,HWH,Mumbai,31,Sleeper,720,NetBanking
001317,2023-06-14,Jaipur,MAS,60,Sleeper,1145,UPI
001318,2023-06-14,MAS,HWH,56,General,269,Card
001319,2023-06-14,MAS,Gorakhpur,72,AC,1516,UPI
001320,2023-06-14,MAS,Chennai,41,AC,1995,Card
001321,2023-06-14,SBC,SBC,35,Sleeper,1096,Cash
001322,2023-06-14,Mumbai,Chennai,53,AC,2004,Card
001323,2023-06-14,MAS,SBC,57,General,219,NetBanking
001324,2023-06-15,Mumbai,Mumbai,43,Sleeper,914,NetBanking
001325,2023-06-15,Mumbai,Gorakhpur,14,General,268,Cash
001326,2023-06-15,NDLS,SBC,13,Sleeper,760,NetBanking
001327,2023-06-15,SBC,Mumbai,17,AC,2113,UPI
001328,2023-06-15,Mumbai,SBC,22,General,405,Card
001329,2023-06-15,MAS,Chennai,16,Sleeper,744,Cash
001330,2023-06-15,SBC,MAS,76,Sleeper,1168,Card
001331,2023-06-15,MAS,Mumbai,9,Sleeper,1194,UPI
001332,2023-06-16,BCT,Delhi,11,General,468,UPI
001333,2023-06-16,Jaipur,Delhi,19,Sleeper,1053,UPI
001334,2023-06-16,BCT,HWH,71,General,386,Cash
001335,2023-06-16,BCT,HWH,22,General,205,NetBanking
001336,2023-06-16,NDLS,MAS,42,Sleeper,949,NetBanking
001337,2023-06-16,HWH,NDLS,30,AC,1609,Card
001338,2023-06-16,Jaipur,Delhi,42,Sleeper,1082,UPI
001339,2023-06-16,NDLS,NDLS,63,AC,1906,UPI
001340,2023-06-17,MAS,MAS,56,AC,2149,Card
001341,2023-06-17,NDLS,Gorakhpur,37,Sleeper,650,UPI
001342,2023-06-17,MAS,Delhi,25,Sleeper,1002,UPI
001343,2023-06-17,HWH,Chennai,21,General,250,UPI
001344,2023-06-17,Mumbai,MAS,66,General,286,NetBanking
001345,2023-06-17,NDLS,Mumbai,63,General,267,UPI
001346,2023-06-17,Chennai,Jaipur,6,Sleeper,1195,Card
001347,2023-06-17,Mumbai,Chennai,68,Sleeper,641,Cash
001348,2023-06-18,Gorakhpur,SBC,29,Sleeper,656,UPI
001349,2023-06-18,NDLS,Delhi,45,General,425,Card
001350,2023-06-18,MAS,SBC,23,AC,1695,Cash
001351,2023-06-18,Jaipur,Delhi,42,General,447,NetBanking
001352,2023-06-18,NDLS,NDLS,29,Sleeper,661,Cash
001353,2023-06-18,MAS,MAS,43,Sleeper,862,UPI
001354,2023-06-18,HWH,Mumbai,8,General,311,Cash
001355,2023-06-18,BCT,MAS,7,Sleeper,777,UPI
001356,2023-06-19,NDLS,BCT,38,General,225,Cash
001357,2023-06-19,Delhi,Delhi,14,General,445,Cash
001358,2023-06-19,Gorakhpur,BCT,31,Sleeper,1130,NetBanking
001359,2023-06-19,Delhi,HWH,5,Sleeper,916,NetBanking
001360,2023-06-19,Mumbai,Gorakhpur,48,Sleeper,1131,Cash
001361,2023-06-19,Mumbai,MAS,56,General,305,Card
001362,2023-06-19,BCT,NDLS,29,Sleeper,1063,Card
001363,2023-06-19,BCT,Mumbai,78,Sleeper,845,Cash
001364,2023-06-20,Mumbai,Delhi,69,Sleeper,680,UPI
001365,2023-06-20,NDLS,Mumbai,15,General,349,Cash
001366,2023-06-20,SBC,HWH,72,AC,2408,NetBanking
001367,2023-06-20,NDLS,SBC,19,General,209,Cash
001368,2023-06-20,Gorakhpur,Mumbai,61,General,423,UPI
001369,2023-06-20,Mumbai,Delhi,78,AC,2425,UPI
001370,2023-06-20,Delhi,BCT,68,Sleeper,863,Cash
001371,2023-06-20,BCT,NDLS,15,General,348,UPI
001372,2023-06-21,Delhi,Mumbai,24,AC,2289,NetBanking
001373,2023-06-21,Mumbai,NDLS,34,General,473,Cash
001374,2023-06-21,HWH,SBC,14,Sleeper,771,UPI
001375,2023-06-21,Mumbai,NDLS,58,Sleeper,864,NetBanking
001376,2023-06-21,Chennai,SBC,62,General,225,UPI
001377,2023-06-21,Gorakhpur,SBC,33,Sleeper,1068,Card
001378,2023-06-21,Chennai,Gorakhpur,5,Sleeper,1075,Card
001379,2023-06-21,Jaipur,Gorakhpur,62,Sleeper,955,NetBanking
001380,2023-06-22,Delhi,Jaipur,25,Sleeper,625,Cash
001381,2023-06-22,HWH,NDLS,19,AC,1533,UPI
001382,2023-06-22,Gorakhpur,Mumbai,71,Sleeper,863,Card
001383,2023-06-22,MAS,NDLS,37,General,337,Card
001384,2023-06-22,Jaipur,SBC,42,Sleeper,1165,Card
001385,2023-06-22,SBC,Gorakhpur,23,Sleeper,1061,Card
001386,2023-06-22,Chennai,Chennai,8,Sleeper,767,Cash
001387,2023-06-22,Gorakhpur,BCT,80,General,318,Cash
001388,2023-06-23,Gorakhpur,NDLS,62,AC,2154,UPI
001389,2023-06-23,Chennai,MAS,74,General,280,NetBanking
001390,2023-06-23,Jaipur,MAS,16,Sleeper,1006,NetBanking
001391,2023-06-23,HWH,Jaipur,21,Sleeper,1173,Cash
001392,2023-06-23,HWH,Delhi,5,AC,1545,UPI
001393,2023-06-23,BCT,NDLS,18,AC,2098,Cash
001394,2023-06-23,NDLS,NDLS,6,Sleeper,652,Cash
001395,2023-06-23,Jaipur,HWH,8,Sleeper,1075,Cash
001396,2023-06-24,Delhi,SBC,70,General,279,NetBanking
001397,2023-06-24,Delhi,Delhi,50,Sleeper,615,Card
001398,2023-06-24,Jaipur,SBC,54,Sleeper,959,NetBanking
001399,2023-06-24,Chennai,SBC,64,Sleeper,1086,Card
001400,2023-06-24,Delhi,Mumbai,56,General,393,Card
001401,2023-06-24,Delhi,BCT,52,AC,2001,Card
001402,2023-06-24,NDLS,NDLS,43,AC,1640,Card
001403,2023-06-24,Gorakhpur,Delhi,74,AC,2119,Card
001404,2023-06-25,Gorakhpur,Mumbai,64,General,464,UPI
001405,2023-06-25,Jaipur,Gorakhpur,34,Sleeper,1046,UPI
001406,2023-06-25,Mumbai,Chennai,31,Sleeper,889,Card
001407,2023-06-25,Gorakhpur,SBC,78,General,408,UPI
001408,2023-06-25,Chennai,Jaipur,59,General,364,Cash
001409,2023-06-25,MAS,MAS,74,Sleeper,1026,Card
001410,2023-06-25,Mumbai,Delhi,30,General,351,Cash
001411,2023-06-25,NDLS,HWH,46,Sleeper,889,UPI
001412,2023-06-26,Chennai,NDLS,71,AC,1931,Cash
001413,2023-06-26,HWH,MAS,71,Sleeper,867,Cash
001414,2023-06-26,NDLS,Mumbai,56,AC,1650,Card
001415,2023-06-26,BCT,MAS,10,Sleeper,854,UPI
001416,2023-06-26,Delhi,NDLS,14,General,340,NetBanking
001417,2023-06-26,SBC,MAS,42,AC,2354,NetBanking
001418,2023-06-26,HWH,Gorakhpur,16,AC,1857,UPI
001419,2023-06-26,Mumbai,HWH,50,Sleeper,969,Cash
001420,2023-06-27,Chennai,Jaipur,53,General,426,Card
001421,2023-06-27,HWH,Delhi,76,Sleeper,902,Cash
001422,2023-06-27,BCT,NDLS,67,Sleeper,988,Card
001423,2023-06-27,Chennai,MAS,73,AC,1876,UPI
001424,2023-06-27,SBC,HWH,47,AC,2472,UPI
001425,2023-06-27,Mumbai,NDLS,64,General,317,UPI
001426,2023-06-27,NDLS,HWH,33,General,204,Cash
001427,2023-06-27,Jaipur,MAS,78,AC,1943,NetBanking
001428,2023-06-28,HWH,SBC,15,General,442,Cash
001429,2023-06-28,SBC,Delhi,39,Sleeper,1132,Cash
001430,2023-06-28,BCT,BCT,27,General,351,UPI
001431,2023-06-28,HWH,BCT,76,Sleeper,723,UPI
001432,2023-06-28,MAS,Delhi,25,Sleeper,876,Cash
001433,2023-06-28,MAS,SBC,41,Sleeper,993,NetBanking
001434,2023-06-28,Mumbai,NDLS,32,Sleeper,959,NetBanking
001435,2023-06-28,NDLS,HWH,62,AC,2122,Card
001436,2023-06-29,Mumbai,SBC,57,AC,1968,Cash
001437,2023-06-29,Mumbai,BCT,32,Sleeper,656,Card
001438,2023-06-29,Delhi,NDLS,46,General,450,Cash
001439,2023-06-29,NDLS,Mumbai,77,Sleeper,749,Cash
001440,2023-06-29,Delhi,SBC,65,Sleeper,1051,NetBanking
001441,2023-06-29,Chennai,BCT,37,General,361,Card
001442,2023-06-29,SBC,Jaipur,59,AC,1619,Card
001443,2023-06-29,SBC,MAS,41,Sleeper,1181,UPI
001444,2023-06-30,NDLS,HWH,51,Sleeper,950,NetBanking
001445,2023-06-30,NDLS,Gorakhpur,40,General,298,UPI
001446,2023-06-30,Chennai,NDLS,32,AC,1666,Cash
001447,2023-06-30,SBC,Jaipur,14,Sleeper,1113,NetBanking
001448,2023-06-30,Chennai,MAS,27,General,351,Cash
001449,2023-06-30,Jaipur,Gorakhpur,9,General,264,UPI
001450,2023-06-30,BCT,Jaipur,10,Sleeper,925,Cash
001451,2023-06-30,MAS,SBC,46,Sleeper,1180,NetBanking
001452,2023-07-01,Jaipur,MAS,51,Sleeper,846,Cash
001453,2023-07-01,Mumbai,MAS,32,General,292,UPI
001454,2023-07-01,HWH,BCT,17,Sleeper,867,Card
001455,2023-07-01,Delhi,Chennai,29,AC,2114,NetBanking
001456,2023-07-01,Gorakhpur,MAS,11,General,311,Card
001457,2023-07-01,HWH,BCT,70,Sleeper,920,UPI
001458,2023-07-01,NDLS,Mumbai,62,Sleeper,661,Cash
001459,2023-07-01,BCT,Jaipur,70,Sleeper,899,UPI
001460,2023-07-02,Jaipur,Gorakhpur,40,Sleeper,1002,UPI
001461,2023-07-02,Gorakhpur,HWH,6,Sleeper,1166,Card
001462,2023-07-02,Gorakhpur,Gorakhpur,42,Sleeper,902,Cash
001463,2023-07-02,NDLS,NDLS,78,AC,2269,NetBanking
001464,2023-07-02,Jaipur,NDLS,18,Sleeper,852,Card
001465,2023-07-02,Gorakhpur,MAS,31,General,421,Card
001466,2023-07-02,Jaipur,MAS,19,AC,1977,Cash
001467,2023-07-02,Delhi,MAS,16,General,366,UPI
001468,2023-07-03,Delhi,Mumbai,47,Sleeper,759,UPI
001469,2023-07-03,Gorakhpur,Delhi,61,General,365,UPI
001470,2023-07-03,Gorakhpur,HWH,52,General,404,Card
001471,2023-07-03,NDLS,Delhi,65,Sleeper,866,NetBanking
001472,2023-07-03,Jaipur,BCT,48,General,337,NetBanking
001473,2023-07-03,SBC,BCT,56,General,447,NetBanking
001474,2023-07-03,Chennai,Gorakhpur,66,Sleeper,1166,UPI
001475,2023-07-03,Chennai,HWH,6,Sleeper,616,UPI
001476,2023-07-04,HWH,Gorakhpur,75,Sleeper,667,UPI
